asn,org_name
42298,Ooredoo Q.S.C.
42300,TOP CONNECT OU
42301,Radio Kozerog LLC
42303,LM Layer and Mesh AB
42304,Nemerov Evgeniy Vladimirovish PE
42305,3nt solutions LLP
42306,Edera Group a.s.
42307,Sveriges Meteorologiska och Hydrologiska Institut
42309,Bahnhof AB
42310,IE Domain Registry CLG
42312,RTL Technology GmbH
42313,ONE ALBANIA SH.A.
42314,Fusion Internet Services Company LLC
42316,Metisim Technologies Ltd
42317,VLANT LLC
42318,FastBit AB
42319,Equinix (Poland) Sp. z o.o.
42320,comScore B.V.
42321,SHAYA MAGAZACILIK A.S.
42322,MTS PJSC
42323,"Limited Liability Company ""TTK-Svyaz"""
42324,Unicredit Leasing Corporation IFN SA
42325,LYNTIA NETWORKS S.A.
42326,HERTZ EUROPE SERVICE CENTRE LIMITED
42327,LLC Kernel Trade
42328,OSDW Azymut Sp. z.o.o.
42329,Aietes Telecom SL
42330,Unchained ISP Limited
42331,PE Freehost
42332,EKCO LONDON LIMITED
42333,Geidea Technology Co ltd
42334,Broadband Plus S.a.l.
42335,LUMASERV GmbH
42336,Marbell AG
42337,Respina Networks & Beyond PJSC
42338,VERITEKNIK BILISIM BASIN VE YAYIN LIMITED SIRKETI
42339,Chaika Telecom Petersburg Limited Company
42340,"JSC ""TVSZ"""
42342,Fiserv Solutions (Europe) Limited
42343,Karjaan Puhelin Oy
42344,Subtopia Ltd
42345,Granarolo SpA
42346,NorthC Schweiz AG
42347,Hosting-27 LTD
42349,KABIA SRL
42350,Kupar Ihor
42351,StreamNet EOOD
42352,TOV 'Dream Line Holding'
42353,Simwood eSMS Limited
42354,ANEXIA Internetdienstleistungs GmbH
42355,Norlys Fibernet A/S
42356,France Television SA
42357,ProGest SA
42358,PJSC Rostelecom
42359,The Football Association Ltd.
42360,ANEXIA Internetdienstleistungs GmbH
42362,PJSC Rostelecom
42363,NUXIT SAS
42364,Federal State Budgetary Educational Institution of Higher Education Lomonosov Moscow State University
42366,TerraTransit AG
42368,"JSC ""ER-Telecom Holding"""
42369,CORESYSTEM SASU
42371,MAGEX Solutions Kft.
42372,Netassist Limited
42373,Cryptocenter LLC
42374,INSTALNET SZABAT RYDZEWSKI SPOLKA JAWNA
42375,Netex Limited
42377,"Youth Autonomous Non-Commercial Organisation Home Computer Network ""Strela"""
42378,Rundfunk und Telekom Regulierungs-GmbH
42379,CJSC Aviation Company International Airline of Ukraine
42380,Ergo Insurance SE
42381,Netnod AB
42382,CERNER CORPORATION PTY LIMITED
42383,ITT Desk B.V.
42385,"Join-stock company ""Internet Exchange""MSK-IX"""
42386,EPRESA ENERGIA SA
42387,Limited Company Svyazservice
42388,ANEXIA Internetdienstleistungs GmbH
42389,Zattoo AG
42390,The Cloud Networks Germany GmbH
42392,Interactiv-group SAS
42393,Svyaz-Kontrakt LLC
42394,UPP Microcomponent LLC
42395,Inkom LTD.
42396,PJSC Telesystems of Ukraine
42397,Bunea TELECOM SRL
42398,Comtech Bulgaria LTD
42399,"JSC ""RU-CENTER"""
42400,Nexthop AS
42401,Netia SA
42402,RiZ Computers s.c.
42403,"Join-stock company ""Internet Exchange""MSK-IX"""
42404,SCP NET CONSULTING SRL
42405,PAN-NET SRL
42407,GT11 Sp. z o.o.
42408,Transvyaz-N LLC
42409,Autoriteti i Komunikimeve Elektronike dhe Postare - AKEP
42410,Point To Point Ltd.
42411,TAQNIA SPACE CO.
42412,Jane Street Europe Ltd
42413,Privat Telecom LLC
42415,Aljazeera Media Network Corporation
42416,Comnet Internetional BV
42417,NTT DATA ROMANIA S.A.
42418,team.blue Denmark A/S
42419,Tavria-TRANSSERVIS Ltd
42421,Turkiye Finans Katilim Bankasi A.S
42422,SecurityNet.cz s.r.o.
42423,Bitway Telecom SRL
42424,ICS Endava SRL
42425,PSA S.r.l.
42426,EURIAL INVEST SRL
42427,Mimecast Services Limited
42428,Gulf Computer Services Co Ldt
42431,BiConsult Eood
42432,Telemach BH d.o.o. Sarajevo
42433,LD4Unity B.V.
42435,Tecnicas Reunidas S.A.
42437,T2 Mobile LLC
42439,AUTOLOGO LLC
42440,Rayaneh Danesh Golestan Complex P.J.S. Co.
42441,CHP Shmatko Sergey Leonidovic
42442,Adacor Hosting GmbH
42444,Insurance company SOGAZ-Med JSC
42445,Iron Mountain Polska sp. z o.o.
42446,Viscomp Ltd
42447,EQU Technologies LLP
42448,PJSC Rostelecom
42449,Commune de Mulhouse
42450,Telemach BH d.o.o. Sarajevo
42451,Limited Company Sakha Sprint Network
42452,J&R Power Concept SRL
42453,Asseco Poland S.A.
42454,PRAXIS S.A.
42455,ELITE GROUP.IM LIMITED
42456,Phibee Telecom SAS
42457,CARDOCK HOSTING LIMITED
42458,"TOV ""NOVI UKRAINSKI MEREZHI"""
42459,Fiber Optics Bulgaria OOD
42460,Digicom SHPK
42463,AGESCI - Associazione Guide e Scout Cattolici Italiani
42464,DER Touristik Immobilien GmbH
42465,Forcepoint Cloud Ltd
42466,Meteoric Ltd
42467,PLUG AND TEL SARL
42468,Behin Ertebatat Faragir Co. Ltd
42469,"""AC"", Private Enterprise"
42470,Servers.com B.V.
42471,Telesvit LLC
42472,AS Smarten Logistics
42473,ANEXIA Internetdienstleistungs GmbH
42474,SmartApe OU
42475,MX1 Ltd.
42476,SwissIX Internet Exchange
42478,"""Yug-Link"" Ltd."
42479,KLDiscovery Limited
42480,"SIA ""BITE Latvija"""
42481,Rambler Internet Holding LLC
42482,Informational-measuring systems Ltd.
42483,Sotex PharmFirm CJSC
42484,"LLC ""Nauka-Svyaz"""
42485,"CJSC ""DONETSKSTEEL"" - IRON AND STEEL WORKS"""
42487,Vialis SEM
42488,AtlanticGrupa d.d.
42489,Zemlyanoy Bogdan Olegovich
42490,ZETO-RZESZOW Sp. z o.o.
42491,Arpage AG
42492,Unica ICT Solutions B.V.
42493,Lorca TV Sol S.L.
42494,Equinix Turkey Data Merkezi Uretim insaat Sanayi ve Ticaret Anonim Sirketi
42495,Spencer Sharkey
42497,SAFEDC spolka z o.o.
42498,Gerkon LTD
42500,foobar LLC
42501,Information Technologies private company
42503,Oktawave S.A.
42504,SPD Bilopol Roman Leonidovich
42505,"""R-TEL"" LLC"
42506,Palestine Polytechnic University (PPU)
42508,DIGITAL HOSTING SRL
42509,Ad Insertion Platform Sarl
42510,"FOP ""Makurin Stanislav Volodimirovich"""
42511,Connect LLC
42512,X-COM LLC
42513,Natilik Ltd
42514,Signal Service LLC
42515,ACI informatica s.p.a.
42516,Sovtest-Internet Limited Liability Company
42517,Schiphol Telematics B.V.
42518,Unet Communication LLC
42520,Gmina Lublin
42521,ARCTIC TELECOM Limited Liability Company
42523,ISEC Group AB
42524,CDEK-Global LLC
42525,GlobalConnect A/S
42526,COMPUTER COMMUNICATION SYSTEMS LLC
42527,Expert System Ltd
42528,CJSC Sodruzhestvo Soya
42529,Sladkih Snov.ru LLC
42530,"TOV ""Telecommunication company ""Plazma"""
42532,SIA VEESP
42533,"""ROYAL TELECOM"" LIMITED LIABILITY COMPANY"
42534,Comper Telecom LLC
42536,Deloitte LLP
42537,AIT LLC
42538,COMUNE DI BRESCIA
42539,styrion Internet und eBusiness Services GmbH
42540,Atea Finland Oy
42541,Fiberby ApS
42543,OpenMarket Limited
42545,Astarta-Kiev Ltd.
42546,UKRANIAN OPTICAL SYSTEMS AND TECHNOLOGIES LLC
42547,"""INSPORT"" BOZENNA PIECEK"
42548,PJSC Rostelecom
42549,"UAB ""Baltnetos komunikacijos"""
42550,OPTICONN SRL
42551,TALTEL LLC
42552,Niles sp. z o.o.
42553,Fionia IT ApS
42554,PJSC Promsvyazbank
42555,OPTICCOM- BULGARIA Ltd.
42556,"TOV ""AirPort"""
42557,Xidras GmbH
42558,BrokerCreditService Ltd.
42559,BrokerCreditService Ltd.
42560,Telemach BH d.o.o. Sarajevo
42561,"OOO ""NTS GRADIENT"""
42562,Fiege Logistik Stiftung & Co. KG.
42563,FOP Budko Dmitro Pavlovich
42564,WASKO S.A.
42565,GTT - EMEA Ltd.
42567,MOJOHOST B.V.
42568,DIGITAL PROJECT SRL
42569,PSK-SET LLC
42570,Nagravision SA
42571,Blicnet d.o.o. Banja Luka
42572,abaton EDV-Dienstleistungs GmbH
42573,SKRIVANEK SP. Z O.O.
42574,Novaya Sibir Plus Ltd.
42576,Intersec Maciej Jan Broniarz
42577,SE Vartikyan Artak Mkrtichovich
42579,Comtec Enterprises Ltd
42580,"NOS ACORES COMUNICACOES, S.A."
42581,Inform Communications Ltd.
42582,"Join-Stock Commercial bank ""Agropromcredit"""
42584,NGN Bilgi Teknolojileri Veri Merkezi ve Danismanlik Hizmetleri A.S.
42585,Metaregistrar B.V.
42586,IRIB (Islamic Republic of Iran Broadcasting)
42587,Magna Automotive Holding GmbH
42588,QAZ-IX LLC
42589,UDP Ltd.
42591,Saudi Awwal Bank JSC
42593,Kodeks Sistemske Integracije d.o.o.
42594,FUNDACJA UNIWERSYTETU IM. ADAMA MICKIEWICZA W POZNANIU
42595,Iver Sverige AB
42596,net-and-phone GmbH
42598,Merk Solutions sp z o.o.
42599,FAIST Mekatronic SRL
42600,Global Message Services Ukraine LLC
42601,Broadcasting Center Europe (an RTL Group Company)
42602,KING-TRANS LLC
42603,JKP Parking servis Beograd
42604,Broadband Hosting B.V.
42605,Ratiodata SE
42606,"Al-Jarida Company for Press, Publishing and Distribution LLC"
42608,Yamal-Soft 2003 Ltd.
42609,Contact
42610,PJSC Rostelecom
42611,Zzoomm plc
42612,DinaHosting S.L.
42614,RadioNet SRL
42615,June Slater
42616,ARBORE VERDE SRL
42618,Robin Jullian
42619,Promontel Sp. z o.o.
42620,ALLO Ltd.
42621,LPOnet Osk Anl
42622,Videnca AB
42623,CertEurope SAS
42624,Global-Data System IT Corporation
42625,NOVA BROADCASTING GROUP EOOD
42626,ATATURK-UNIVERSITESI
42628,Joint Stock Company Non-state Pension Fund of Sberbank
42629,Equinix (Switzerland) GmbH
42630,Nomotech SAS
42631,"JSC ""ER-Telecom Holding"""
42632,MnogoByte LLC
42633,"Deloitte Touche Tohmatsu Services, LLC"
42635,CARDOCK HOSTING LIMITED
42636,Severnet Ltd.
42637,LAN CONNECT SERVICES SRL
42638,James Hansen trading as Netvaerkssmeden
42640,Vendio SRL
42641,"""IR NET"" Ltd"
42642,Gulf Investment Corporation
42643,Sebastian Baginski BLAST.PL
42644,VIRTUAL TELECOM SP. Z O.O.
42647,Automatic Bank Services Limited
42648,PP UP-TRADING
42649,Baffin Bay Networks AB
42650,Pirelli & C. S.p.A.
42651,Gab Ai Inc
42652,inexio Informationstechnologie und Telekommunikation Gmbh
42653,Moscomsvyaz Ltd
42655,ON-LINE Ltd
42656,Allegro sp. z o.o.
42657,"Telia Lietuva, AB"
42658,STEL S.R.L.
42659,WELLTEC A/S
42660,Transfer Rapid Limited - Sediu Permanent
42661,DM LLC
42662,Schweizerische Rettungsflugwacht (Rega)
42663,SIA LATVIJAS TALRUNIS
42665,SIRTI S.p.A.
42666,Embou Nuevas Tecnologias SL
42667,Artur Sienkiewicz
42668,"Nevalink, LLC"
42669,CITTA' STUDI S.P.A.
42670,UnderNet LLC
42671,ZAPOROZHELECTRONSNAB PKF LTD
42672,SPEDIMEX Sp. z o.o.o
42673,Skyware Sp. z o.o.
42674,Joint Stock Company Ingosstrakh Bank
42675,Obehosting AB
42676,Joint Stock Company Smartkom
42677,Marathon Bookmaker Company Ltd
42678,JSC Meganet
42679,IPT d.o.o.
42680,PIRAEUS SECURITIES SA
42681,"Telekom Slovenije, d.d."
42682,"JSC ""ER-Telecom Holding"""
42683,"JSC ""ER-Telecom Holding"""
42684,EFG-Hermes KSA
42685,Bundeskanzleramt
42686,Blue IT Aps
42687,IZARLINK SAS
42688,Armenian Card (ArCa) CJSC
42689,Glide Student & Residential Limited
42690,"LTD ""Svyazinvest"""
42691,Comline AG
42692,Overweb Srl
42693,AO Bank Inteza
42694,Uplink SRL
42695,Cleura AB
42696,Unity Net LLC
42697,Netic A/S
42698,ProMinent GmbH
42699,managedhosting.de GmbH
42700,Realis Informacijske tehnologije d.o.o.
42701,Deutsche Bank - TR
42702,DonbassInformCommunicationService Ltd.
42703,ICT Combinatie B.V.
42704,Etalon+ Ltd.
42705,Talia Limited
42707,e-Quest IT Projecten B.V.
42708,GleSYS AB
42711,LLC Skycloud
42712,Regie Radio Music SRL
42713,INTERCOM LTD
42714,Kichkas Network Ltd.
42715,Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH
42716,Assan Bilisim A.S.
42717,Uslugi Transportowe I Internetowe Trans-Net Grzegorz Goj
42718,STUPA Holding B.V.
42719,FOP Churilova Marta Mykhaylivna
42721,VideoMaxAVS Ltd.
42722,Grifols S.A.
42723,TRK Vektor Ltd.
42724,TALIDO Bilisim Teknolojileri Sanayi ve Ticaret Anonim Sirketi
42726,BusinessCom CZ spol. s r.o.
42727,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP"""
42728,"Join-stock company ""Internet Exchange""MSK-IX"""
42729,FunkFeuer Graz - Verein zur Foerderung freier Netze
42730,EVANZO e-commerce GmbH
42731,CXC BIZ LX SRL
42736,AKPET AKARYAKIT DAGITIM A.S.
42739,Hawe Telekom S.A. in Restructuring
42740,Backstage Ltd.
42742,InterkamService LLC
42744,AZ ST-JAN Brugge-Oostende A.V.
42745,Safe Value Limited
42746,Asseco Data Systems S.A.
42748,OOO TRANSTELECOM
42749,Dimension Virtual SL
42750,Marun Petrochemical Co.
42751,"JSC ""RU-CENTER"""
42753,Sergey Cherentayev
42755,DataFiber Group B.V.
42756,QUARTZ MATRIX SRL
42757,Banka Sparkasse d.d.
42758,PJSC Promsvyazbank
42759,Scientific Games Szerencsejatek Szolgaltatasok Kft
42760,Abacus Research AG
42761,Brinks Global Services Ltd
42762,JSC DPD Rus
42763,FPUH Czajen Krzysztof Czaja
42764,Arpitel s.r.l.
42765,EXCELLENT SIGNALMAN LLC
42766,"""Zhiguli-Telecom"" LTD"
42767,New-Com Trade Ltd.
42768,X-COM LLC
42769,Mohammed Ali Alesayi Group
42770,Kar-Tel LLC
42771,PJSC MegaFon
42772,Unitary enterprise A1
42773,Nemerov Evgeniy Vladimirovish PE
42774,"Blue Bridge MSP, UAB"
42775,ADWORLDS TECHNOLOGIES LP
42776,I T Hands LLC
42777,WISTA Management GmbH
42778,CD PROJEKT S.A.
42779,Azerfon LLC
42780,"PE ""Avtosojuz"""
42781,Zajil International Telecom Company KSCC
42782,Stream-Kherson Ltd.
42783,ACP IT Solutions GmbH
42786,SC Dynamic Telecom SRL
42787,MultiMedia IP Ltd.
42789,GVD Antenneforening
42790,BRD-Groupe Societe Generale SA
42791,Loterija Slovenije
42793,Hadassah Medical Organisation Ltd
42794,Ultracom Ltd.
42795,XEROX TECHNOLOGY SERVICES SASU
42797,ATOS POLSKA SA
42798,Sergey Vyacheslavovich Gliga
42799,PE Teleradiocompany Telcom
42800,Chroot Network SRL
42802,"Technological Business Incubator ""Kharkov Technologies"", public organisation"
42804,Parentix B.V.
42805,eMerchantPay Ltd
42807,Aerotek Bilisim Sanayi ve Ticaret AS
42808,NTT Global Networks Incorporated
42809,PJSC Rosseti
42810,TcNet GmbH
42811,Herault Telecom SAS
42812,Internet B.V
42815,ComMetric Ltd.
42816,"FLUMOTION SERVICES, S.A."
42817,Euronet Card Services S.A.
42818,Axitea S.p.A.
42819,"OOO ""MediaSeti"""
42820,XFERA Moviles S.A.
42821,K&K Kommunikationssysteme GmbH
42822,"Regional public autonomous institution ""Multifunctional Center of Perm region"""
42824,LLC Energy-Buran
42825,PJSC Rostelecom
42826,S&T Slovakia sro
42827,OOO Kolpinskie Internet-Seti
42828,Top Net SARL
42830,"STK ""TV SAT 364"""
42831,UK Dedicated Servers Limited
42832,PPHU 'VOIP PARTNERS' Tomasz Filak
42833,ATCALL SRL
42834,Astrostar LLC
42835,Masco Group LLC
42836,Schuberg Philis B.V.
42837,Extra Line LLC
42838,Subhi Muhideen Al Qabani trading as Wideband Est
42840,S.WERK GMBH
42841,ANTIK Telecom s.r.o
42842,"PJSC ""Vimpelcom"""
42843,"Public Joint-Stock Company ""Bank Otkritie Financial Corporation"""
42844,Kbrod.net Ltd.
42845,BRETAGNE TELECOM SASU
42846,GNET Internet Telekomunikasyon A.S.
42848,European Commission
42849,"SIA ""BITE Latvija"""
42850,Yury Gugel
42851,Elia Asset N.V
42852,Societe Libanaise pour le developpement et la reconstruction du centre ville de de Beyrouth (Solidere)
42853,HGC Global Communications (UK) Limited
42854,Generali-Providencia Insurance Ltd
42855,OMEGA-NET Ltd
42856,Elmar K. Bins
42858,Limberger Handelsgesellschaft m.b.H.
42860,Energy Financing Team (Switzerland) AG
42861,Foton Telecom CJSC
42862,JSC Aeroport Koltsovo
42863,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
42864,Giganet Internet Szolgaltato Kft
42865,WEB3 Leaders INC
42866,Integral-Service LLC
42867,National Iranian Oil Company PJSC
42868,Niobe Telekomunikasyon Bilisim Teknolojileri Yazilim Danismanlik Sanayi ve Ticaret Ltd. Sti.
42870,Siberian Internet Company LLC
42871,Michael Gamsjaeger
42872,Comnica Kft.
42873,Max-Planck-Gesellschaft zur Forderung der Wissenschaften e.V.
42874,"Gilead Sciences, Inc."
42875,National Car Parks Limited
42876,Unit IT Services ApS
42877,AKRON-Lucyna i Adam Kinal sp.j
42878,"General Partnership ""Compas - Karadjov & Co."""
42879,Hannover Rueck SE
42880,EntServ UK Limited
42881,SC ITNS.NET SRL
42882,SysUP OG
42883,Roman Ogienko
42885,Paraisten Puhelin Oy
42886,civillent GmbH
42887,ACC Distribution UAB
42888,Mannvit hf
42889,Metavira LLC
42890,Mediplus Exim SRL
42891,PJSC MegaFon
42892,PE Filimonov Boris Yurievich
42893,Home Internet Ltd
42894,Ministerie van Verkeer en Waterstaat/Rijkswaterstaat
42895,INTRA Ltd.
42896,Artem Zubkov
42897,Telnet LLC
42898,Marco Sandro Naef
42899,Internet Plus LLC
42900,P4 Sp. z o.o.
42901,Sirena Travel AO
42902,Clouvider Limited
42903,itm8 - Progressive A/S
42905,LIMANET Ltd.
42907,Research Institute Of Petroleum Industry
42908,Nordic Telecom Regional s.r.o.
42909,Community DNS Limited
42910,PremierDC Veri Merkezi Anonim Sirketi
42911,Internet service Ltd.
42912,Al mouakhah lil khadamat al logesteih wa al itisalat
42913,Redlimtech Limited
42914,Czeslaw Chlewicki trading as IMPERIUM Telecom
42915,Engeneering Designing and Supply the parts of Iran Khodro PJSC
42916,IT Ltd.
42917,Staempfli AG
42919,LTD Darya
42920,Far Eastern Shipping Company PJSC
42921,PharmaFarm S.A.
42922,KaspNet Ltd.
42923,PKP Polskie Linie Kolejowe S.A.
42924,VINCI CONSTRUCTION SI SNC
42925,Internet Rimon LTD
42926,Radore Veri Merkezi Hizmetleri A.S.
42927,S-NET Sp. z o.o.
42928,SIG SP. Z O.O.
42929,Artefact SARL
42930,Modem Ltd.
42931,Ludigssoft Management GmbH trading as Ludigssoft RZ GmbH & Co. KG
42933,Aeroporto G. Marconi di Bologna s.p.a.
42934,DIRECTIA DE IMPOZITE SI TAXE LOCALE A SECTORULUI 5
42935,Syrion Sp. z o.o.
42936,SPX SIA
42937,BIT d.o.o.
42938,LLC Gudauta-net
42939,Agentia Nationala pentru Locuinte
42940,"OOO ""MediaSeti"""
42941,"Fidel Ernesto Geronimo Ramirez trading as Global Business Consulting, Geronimo Ramirez"
42942,Telecomp Ltd.
42943,Dar Al-Mustawred Trading Group Limited
42944,Ticketmaster UK Limited
42945,VERCOM S.A.
42946,Legaco Networks B.V.
42947,Telfy Telecom S.L.
42948,Sportna loterija d.d.
42952,NHS England
42953,Internet Neutral Exchange Association Company Limited By Guarantee
42954,"""Krasnoyarsk network"" Ltd."
42956,NAS - DI EOOD
42960,VH Global Limited
42961,Mobile Telecommunications Company
42962,Shijiazhuang XuDing Technology Company Ltd
42963,Bild Presse Polska Sp z o.o. Sp. k.
42964,SigmaNet Szolgaltato es Kereskedelm Ltd
42965,net services Beteiligungsgesellschaft mbH trading as net services GmbH & Co. KG
42966,Orbico Sp.z o.o.
42967,ABDI IBRAHIM ILAC SAN.VE TIC.A.S.
42968,Kujawsko-Pomorskie Centrum Kompetencji Cyfrowych Sp. z o.o. w Likwidacji
42969,Alpha Strike Labs GmbH
42970,Mezcalito SCOP-SARL
42971,INTERFONICA LLC
42972,JSC DPD RUS
42973,M247 UK Ltd
42974,JSC Sberbank-AST
42975,Chiliy Valery Mykhaylovych PE
42976,TELEFONICA INNOVACION DIGITAL SL
42977,Ambientia Group Oy
42978,Patrick Velder
42979,SIA Globalcom
42980,TELENOR MARITIME AS
42981,"Pawel Kosiorowski trading as RES.PL Kosiorowski, Wisniowski sp.j."
42982,"LLC ""FINANCE.UA"""
42983,Telemach BH d.o.o. Sarajevo
42985,Romeo Gestioni S.p.a.
42986,IZACOM Sp. z o.o.
42987,Virgin Media Limited
42988,OOO Teleport-Service Regions
42989,ciden GmbH
42990,Bank Saderat Iran PJSC
42991,BioNet LLC
42993,DGTL CAPITAL ME D.O.O.
42994,Rachamim Aviel Twito
42995,Firma Geotelecom Ltd.
42996,Rona LLC
42998,Cross-I Ltd.
42999,Ekol Lojistik A.S.
43000,JSC GENBANK
43002,Klipso GmbH
43003,Kaufmann Gesellschaft m.b.H.
43004,Smart Secure Solutions S.A.R.L.
43005,Pishgaman Tejarat Sayar Company (Private Joint Stock)
43006,Digital Realty (UK) Limited
43007,Anuntul Telefonic SRL
43008,Trend IMPORT - EXPORT SRL
43009,Infobip Limited
43010,"Limited Liability Company ""KYIVSKI TELEKOMUNIKATSIYNI MEREZHI"""
43011,GUIT Omskoy oblasti
43012,Gastabudstaden AB
43013,York Data Services Limited
43014,"Kirkland & Ellis International, LLP"
43015,KPE NIERUCHOMOSCI Spolka Akcyjna
43016,Keski-Suomen Valokuituverkot Oy
43017,TOV 'ProFIX Company'
43018,Verket for Innovationssystem
43019,Farah Net S.a.r.l.
43020,OPTIC-TELECOM LTD
43021,Certit Hosting Handelsbolag
43022,Seech-Infocom Ltd.
43023,iGP Tech d.o.o.
43024,Datalahti Oy
43027,PrimeCrown Technologies Private Limited
43028,"Ventspils city municipality institution ""Ventspils Digital Center"""
43030,Tajik Academician Research and Educational Network Association
43031,V-LAN OOO
43032,Openstack Ltd
43033,Telio Communications GmbH
43034,Cimos d.d. Avtomobilska Industrija
43036,Hostnode AB
43037,"Seznam.cz, a.s."
43038,MTS PJSC
43040,INTRAROM SA
43042,JSC Business Solutions and Technologies
43043,aurologic GmbH
43044,NSN-Systems Ltd.
